paper,doi_no_underscore,nsd,da,container.title,year.published,actual_nsd,actual_da
https://journals.asm.org/doi/10.1128/mbio.00383-24,10.1128/mbio.00383-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00408-24,10.1128/mbio.00408-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00453-24,10.1128/mbio.00453-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00477-24,10.1128/mbio.00477-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00496-24,10.1128/mbio.00496-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00499-24,10.1128/mbio.00499-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00580-24,10.1128/mbio.00580-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00581-24,10.1128/mbio.00581-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00582-24,10.1128/mbio.00582-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00590-24,10.1128/mbio.00590-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00602-24,10.1128/mbio.00602-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00616-24,10.1128/mbio.00616-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00619-24,10.1128/mbio.00619-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00634-24,10.1128/mbio.00634-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00640-24,10.1128/mbio.00640-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00641-24,10.1128/mbio.00641-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00690-24,10.1128/mbio.00690-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00693-24,10.1128/mbio.00693-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00729-24,10.1128/mbio.00729-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00735-24,10.1128/mbio.00735-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00777-24,10.1128/mbio.00777-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00781-24,10.1128/mbio.00781-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00782-24,10.1128/mbio.00782-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00784-24,10.1128/mbio.00784-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00805-24,10.1128/mbio.00805-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00826-24,10.1128/mbio.00826-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00829-24,10.1128/mbio.00829-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00840-24,10.1128/mbio.00840-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00873-24,10.1128/mbio.00873-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00908-24,10.1128/mbio.00908-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00933-24,10.1128/mbio.00933-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00936-24,10.1128/mbio.00936-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00943-24,10.1128/mbio.00943-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00972-24,10.1128/mbio.00972-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00992-24,10.1128/mbio.00992-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00993-24,10.1128/mbio.00993-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.00995-24,10.1128/mbio.00995-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01002-24,10.1128/mbio.01002-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01022-24,10.1128/mbio.01022-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01027-24,10.1128/mbio.01027-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01033-24,10.1128/mbio.01033-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01101-24,10.1128/mbio.01101-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01128-24,10.1128/mbio.01128-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01167-24,10.1128/mbio.01167-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01209-24,10.1128/mbio.01209-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01227-24,10.1128/mbio.01227-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01252-24,10.1128/mbio.01252-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01321-24,10.1128/mbio.01321-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01332-24,10.1128/mbio.01332-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01336-24,10.1128/mbio.01336-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01347-24,10.1128/mbio.01347-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01351-24,10.1128/mbio.01351-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01360-24,10.1128/mbio.01360-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01389-24,10.1128/mbio.01389-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01392-24,10.1128/mbio.01392-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01393-24,10.1128/mbio.01393-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01423-24,10.1128/mbio.01423-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01454-24,10.1128/mbio.01454-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01468-24,10.1128/mbio.01468-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01469-24,10.1128/mbio.01469-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01506-24,10.1128/mbio.01506-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01534-24,10.1128/mbio.01534-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01535-24,10.1128/mbio.01535-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01560-24,10.1128/mbio.01560-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01562-24,10.1128/mbio.01562-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01569-24,10.1128/mbio.01569-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01592-24,10.1128/mbio.01592-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01612-24,10.1128/mbio.01612-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01634-24,10.1128/mbio.01634-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01656-23,10.1128/mbio.01656-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01661-24,10.1128/mbio.01661-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01667-24,10.1128/mbio.01667-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01699-24,10.1128/mbio.01699-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01708-24,10.1128/mbio.01708-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01718-24,10.1128/mbio.01718-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01728-24,10.1128/mbio.01728-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01735-23,10.1128/mbio.01735-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01749-24,10.1128/mbio.01749-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01754-24,10.1128/mbio.01754-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01758-24,10.1128/mbio.01758-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01772-24,10.1128/mbio.01772-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01778-24,10.1128/mbio.01778-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01798-24,10.1128/mbio.01798-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01871-24,10.1128/mbio.01871-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01872-24,10.1128/mbio.01872-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01898-23,10.1128/mbio.01898-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01907-24,10.1128/mbio.01907-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01913-24,10.1128/mbio.01913-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01935-23,10.1128/mbio.01935-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01945-24,10.1128/mbio.01945-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01967-23,10.1128/mbio.01967-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01975-24,10.1128/mbio.01975-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01981-23,10.1128/mbio.01981-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.01991-24,10.1128/mbio.01991-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02015-23,10.1128/mbio.02015-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02023-24,10.1128/mbio.02023-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02036-23,10.1128/mbio.02036-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02043-24,10.1128/mbio.02043-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02051-23,10.1128/mbio.02051-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02060-24,10.1128/mbio.02060-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02063-24,10.1128/mbio.02063-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02073-23,10.1128/mbio.02073-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02120-24,10.1128/mbio.02120-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02124-24,10.1128/mbio.02124-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02137-24,10.1128/mbio.02137-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02161-24,10.1128/mbio.02161-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02164-24,10.1128/mbio.02164-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02169-23,10.1128/mbio.02169-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02169-24,10.1128/mbio.02169-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02171-24,10.1128/mbio.02171-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02257-23,10.1128/mbio.02257-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02259-23,10.1128/mbio.02259-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02264-24,10.1128/mbio.02264-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02297-24,10.1128/mbio.02297-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02322-24,10.1128/mbio.02322-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02327-24,10.1128/mbio.02327-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02359-24,10.1128/mbio.02359-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02375-24,10.1128/mbio.02375-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02377-23,10.1128/mbio.02377-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02377-24,10.1128/mbio.02377-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02384-23,10.1128/mbio.02384-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02401-23,10.1128/mbio.02401-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02409-23,10.1128/mbio.02409-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02415-24,10.1128/mbio.02415-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02423-24,10.1128/mbio.02423-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02424-23,10.1128/mbio.02424-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02425-24,10.1128/mbio.02425-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02430-24,10.1128/mbio.02430-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02433-24,10.1128/mbio.02433-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02444-23,10.1128/mbio.02444-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02447-24,10.1128/mbio.02447-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02448-23,10.1128/mbio.02448-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02457-24,10.1128/mbio.02457-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02477-23,10.1128/mbio.02477-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02478-23,10.1128/mbio.02478-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02485-24,10.1128/mbio.02485-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02494-24,10.1128/mbio.02494-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02505-24,10.1128/mbio.02505-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02530-23,10.1128/mbio.02530-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02540-24,10.1128/mbio.02540-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02544-23,10.1128/mbio.02544-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02564-24,10.1128/mbio.02564-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02578-24,10.1128/mbio.02578-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02603-23,10.1128/mbio.02603-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02621-23,10.1128/mbio.02621-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02635-24,10.1128/mbio.02635-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02696-23,10.1128/mbio.02696-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02702-24,10.1128/mbio.02702-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02708-23,10.1128/mbio.02708-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02733-23,10.1128/mbio.02733-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02737-23,10.1128/mbio.02737-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02748-24,10.1128/mbio.02748-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02758-24,10.1128/mbio.02758-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02773-23,10.1128/mbio.02773-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02773-24,10.1128/mbio.02773-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02776-23,10.1128/mbio.02776-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02780-23,10.1128/mbio.02780-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02785-23,10.1128/mbio.02785-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02787-23,10.1128/mbio.02787-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02790-23,10.1128/mbio.02790-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02792-23,10.1128/mbio.02792-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02803-24,10.1128/mbio.02803-24,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02823-23,10.1128/mbio.02823-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02828-23,10.1128/mbio.02828-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02830-23,10.1128/mbio.02830-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02836-23,10.1128/mbio.02836-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02840-23,10.1128/mbio.02840-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02851-23,10.1128/mbio.02851-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02867-23,10.1128/mbio.02867-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02896-23,10.1128/mbio.02896-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02918-23,10.1128/mbio.02918-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02928-23,10.1128/mbio.02928-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02930-24,10.1128/mbio.02930-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02954-23,10.1128/mbio.02954-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02957-23,10.1128/mbio.02957-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.02998-23,10.1128/mbio.02998-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03016-23,10.1128/mbio.03016-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03031-23,10.1128/mbio.03031-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03054-23,10.1128/mbio.03054-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03059-24,10.1128/mbio.03059-24,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03062-23,10.1128/mbio.03062-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03063-23,10.1128/mbio.03063-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03080-23,10.1128/mbio.03080-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03092-23,10.1128/mbio.03092-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03102-23,10.1128/mbio.03102-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03105-23,10.1128/mbio.03105-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03109-23,10.1128/mbio.03109-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03129-23,10.1128/mbio.03129-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03133-23,10.1128/mbio.03133-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03136-23,10.1128/mbio.03136-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03144-23,10.1128/mbio.03144-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03160-23,10.1128/mbio.03160-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03165-23,10.1128/mbio.03165-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03177-23,10.1128/mbio.03177-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03185-23,10.1128/mbio.03185-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03187-23,10.1128/mbio.03187-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03196-23,10.1128/mbio.03196-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03203-23,10.1128/mbio.03203-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03208-23,10.1128/mbio.03208-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03211-23,10.1128/mbio.03211-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03218-23,10.1128/mbio.03218-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03253-23,10.1128/mbio.03253-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03260-23,10.1128/mbio.03260-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03275-23,10.1128/mbio.03275-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03278-23,10.1128/mbio.03278-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03300-23,10.1128/mbio.03300-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03302-23,10.1128/mbio.03302-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03319-23,10.1128/mbio.03319-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03342-23,10.1128/mbio.03342-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03349-23,10.1128/mbio.03349-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03351-23,10.1128/mbio.03351-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03355-23,10.1128/mbio.03355-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03360-23,10.1128/mbio.03360-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03370-23,10.1128/mbio.03370-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03387-23,10.1128/mbio.03387-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03388-23,10.1128/mbio.03388-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03422-23,10.1128/mbio.03422-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03428-23,10.1128/mbio.03428-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03456-23,10.1128/mbio.03456-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03488-23,10.1128/mbio.03488-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03497-23,10.1128/mbio.03497-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03504-23,10.1128/mbio.03504-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03526-23,10.1128/mbio.03526-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03530-23,10.1128/mbio.03530-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03536-23,10.1128/mbio.03536-23,Yes,No,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mbio.03545-23,10.1128/mbio.03545-23,Yes,Yes,mBio,2024,NA,NA
https://journals.asm.org/doi/10.1128/mra.00001-24,10.1128/mra.00001-24,Yes,Yes,Microbiology Resource Announcements,2024,NA,NA
https://journals.asm.org/doi/10.1128/mra.00004-24,10.1128/mra.00004-24,Yes,No,Microbiology Resource Announcements,2024,NA,NA
https://journals.asm.org/doi/10.1128/mra.00005-24,10.1128/mra.00005-24,Yes,Yes,Microbiology Resource Announcements,2024,NA,NA
