"","cv_metric_AUC","logLoss","AUC","prAUC","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos_Pred_Value","Neg_Pred_Value","Precision","Recall","Detection_Rate","Balanced_Accuracy","method","seed"
"1",0.874562579719388,0.462804251459486,0.914102564102564,0.869789433714943,0.818181818181818,0.597560975609756,0.863636363636364,0.95,0.615384615384615,0.791666666666667,0.888888888888889,0.791666666666667,0.95,0.575757575757576,0.782692307692308,"glmnet",2000
